Words,Sentiment Score,Year
servic,0.0,2012
increas,0.0,2012
it,0.0,2012
number,0.0772,2012
affili,0.0,2012
lead,0.0,2012
busi,0.0,2012
model,0.0,2012
enabl,0.0,2012
offer,0.0,2012
product,0.0,2012
that,0.0,2012
difficult,-0.3612,2012
for,0.0,2012
standalon,0.0,2012
competitor,0.0,2012
replic,0.0,2012
exampl,0.0,2012
have,0.0,2012
develop,0.0,2012
such,0.0,2012
advisor,0.0,2012
address,0.0,2012
gap,0.0,2012
non,0.0,2012
adher,0.0,2012
no,-0.296,2012
other,0.0,2012
present,0.0,2012
capabl,0.0,2012
area,0.0,2012
critic,-0.2732,2012
becaus,0.0,2012
who,0.0,2012
do,0.0,2012
not,0.0,2012
prescript,0.0,2012
drug,0.0,2012
regimen,0.0,2012
estim,0.0,2012
billion,0.0,2012
annual,0.0,2012
avoid,-0.296,2012
befor,0.0,2012
i,0.0,2012
topic,0.0,2012
want,0.0772,2012
brief,0.0,2012
overview,0.0,2012
virtual,0.0,2012
ani,0.0,2012
measur,0.0,2012
past,0.0,2012
was,0.0,2012
outstand,0.0,2012
one,0.0,2012
cvs,0.0,2012
caremark,0.0,2012
solid,0.1531,2012
growth,0.3818,2012
signific,0.0,2012
free,0.5106,2012
cash,0.0,2012
flow,0.0,2012
drive,0.0,2012
valu,0.0,2012
net,0.0,2012
revenu,0.0,2012
percent,0.0,2012
record,0.0,2012
exclud,0.0,2012
loss,-0.3182,2012
earli,0.0,2012
extinguish,0.0,2012
debt,-0.3612,2012
dure,0.0,2012
fourth,0.0,2012
quarter,0.0,2012
adjust,0.0,2012
earn,0.0,2012
per,0.0,2012
share,0.296,2012
from,0.0,2012
oper,0.0,2012
rose,0.0,2012
core,0.0,2012
captur,0.0,2012
express,0.0,2012
script,0.0,2012
member,0.0,2012
impass,0.0,2012
walgreen,0.0,2012
also,0.0,2012
control,0.0,2012
expens,0.0,2012
across,0.0,2012
enterpris,0.0,2012
perform,0.0,2012
return,0.0,2012
surpass,0.0,2012
total,0.0,2012
both,0.0,2012
sp,0.0,2012
index,0.0,2012
dow,0.0,2012
jone,0.0,2012
industri,0.0,2012
averag,0.0,2012
over,0.0,2012
same,0.0,2012
fact,0.0,2012
outperform,0.0,2012
broader,0.0,2012
indic,0.0,2012
three,0.0,2012
basi,0.0,2012
remain,0.0,2012
focus,0.0,2012
generat,0.0,2012
optim,0.0,2012
capit,0.0,2012
deploy,0.0,2012
more,0.0,2012
than,0.0,2012
dividend,0.0,2012
repurchas,0.0,2012
recent,0.0,2012
announc,0.0,2012
anoth,0.0,2012
most,0.0,2012
meet,0.0,2012
low,-0.2732,2012
end,0.0,2012
payout,0.0,2012
ratio,0.0,2012
target,0.0,2012
two,0.0,2012
mark,0.0,2012
th,0.0,2012
consecut,0.0,2012
balanc,0.0,2012
sheet,0.0,2012
invest,0.0,2012
grade,0.0,2012
credit,0.3818,2012
rate,0.0,2012
were,0.0,2012
abl,0.0,2012
take,0.0,2012
advantag,0.0,2012
favor,0.4019,2012
interest,0.4588,2012
refin,0.0,2012
portion,0.0,2012
structur,0.0,2012
will,0.0,2012
further,0.0,2012
futur,0.0,2012
won,0.5719,2012
segment,0.0,2012
major,0.0,2012
integr,0.0,2012
been,0.0,2012
embrac,0.0,2012
now,0.0,2012
repres,0.0,2012
sustain,0.0,2012
competit,0.0,2012
client,0.0,2012
recogn,0.0,2012
differenti,0.0,2012
mainten,0.0,2012
choic,0.0,2012
can,0.0,2012
make,0.0,2012
real,0.0,2012
differ,0.0,2012
ve,0.0,2012
grown,0.0,2012
book,0.0,2012
approxim,0.0,2012
sinc,0.0,2012
deliv,0.0,2012
sell,0.0,2012
season,0.0,2012
retain,0.0,2012
gross,-0.4767,2012
worth,0.2263,2012
note,0.0,2012
came,0.0,2012
includ,0.0,2012
employ,0.0,2012
commerci,0.0,2012
plan,0.0,2012
quick,0.0,2012
emerg,0.0,2012
current,0.0,2012
player,0.0,2012
rough,0.0,2012
live,0.0,2012
serv,0.0,2012
silverscript,0.0,2012
where,0.0,2012
babi,0.0,2012
boomer,0.0,2012
turn,0.0,2012
day,0.0,2012
util,0.0,2012
see,0.0,2012
attract,0.3612,2012
could,0.0,2012
add,0.0,2012
up,0.0,2012
roll,0.0,2012
clear,0.3818,2012
win,0.5859,2012
seen,0.0,2012
exist,0.0,2012
membership,0.0,2012
move,0.0,2012
fee,0.0,2012
success,0.5719,2012
due,0.0,2012
abil,0.0,2012
tailor,0.0,2012
support,0.4019,2012
uniqu,0.0,2012
need,0.0,2012
wide,0.0,2012
doubl,0.0,2012
size,0.0,2012
mean,0.0,2012
late,0.0,2012
account,0.0,2012
third,0.0,2012
spend,0.0,2012
challeng,0.0,2012
so,0.0,2012
trend,0.0,2012
entir,0.0,2012
continuum,0.0,2012
benefit,0.4588,2012
when,0.0,2012
which,0.0,2012
guidelin,0.0,2012
exclus,0.0,2012
network,0.0,2012
site,0.0,2012
save,0.4939,2012
there,0.0,2012
plenti,0.0,2012
good,0.4404,2012
news,0.0,2012
out,0.0,2012
collabor,0.0,2012
aetna,0.0,2012
streamlin,0.0,2012
initi,0.0,2012
latter,0.0,2012
involv,0.0,2012
ration,0.0,2012
mail,0.0,2012
order,0.0,2012
consolid,0.0,2012
claim,0.0,2012
adjud,0.0,2012
track,0.0,2012
cumul,0.0,2012
cvspharmaci,0.0,2012
key,0.0,2012
metric,0.0,2012
fire,-0.34,2012
all,0.0,2012
cylind,0.0,2012
front,0.0,2012
percentag,0.0,2012
point,0.0,2012
reach,0.0258,2012
far,0.0,2012
outpac,0.0,2012
peer,0.0,2012
group,0.0,2012
dispens,0.0,2012
even,0.0,2012
factor,0.0,2012
scriptswalgreen,0.0,2012
under,0.0,2012
led,0.0,2012
excel,0.4588,2012
driver,0.0,2012
team,0.0,2012
intervent,0.0,2012
like,0.3612,2012
keep,0.0,2012
abov,0.0,2012
stay,0.0,2012
healthi,0.0,2012
way,0.0,2012
generic,0.0,2012
altern,0.0,2012
avail,0.0,2012
appropri,0.0,2012
given,0.0,2012
produc,0.0,2012
greater,0.3612,2012
profit,0.4404,2012
brand,0.0,2012
opportun,0.0,2012
next,0.0,2012
few,0.0,2012
extracar,0.0,2012
loyalti,0.0,2012
sale,0.0,2012
use,0.0,2012
person,0.0,2012
experi,0.0,2012
each,0.0,2012
build,0.0,2012
perfect,0.5719,2012
today,0.0,2012
activ,0.0,2012
cardhold,0.0,2012
leverag,0.0,2012
insight,0.0,2012
card,0.0,2012
promot,0.0,2012
specif,0.0,2012
tast,0.0,2012
ll,0.0,2012
effort,0.0,2012
level,0.0,2012
among,0.0,2012
thing,0.0,2012
digit,0.0,2012
circular,0.0,2012
log,0.0,2012
onto,0.0,2012
page,0.0,2012
cvscom,0.0,2012
incent,0.0,2012
encourag,0.0,2012
shop,0.0,2012
categori,0.0,2012
them,0.0,2012
glean,0.0,2012
foundat,0.0,2012
mycv,0.0,2012
cluster,0.0,2012
underway,0.0,2012
begun,0.0,2012
merchandis,0.0,2012
mix,0.0,2012
remodel,0.0,2012
layout,0.0,2012
match,0.0,2012
within,0.0,2012
certain,0.2732,2012
trade,0.0,2012
began,0.0,2012
what,0.0,2012
call,0.0,2012
urban,0.0,2012
design,0.0,2012
general,0.0,2012
dens,0.0,2012
concept,0.0,2012
featur,0.0,2012
faster,0.0,2012
checkout,0.0,2012
had,0.0,2012
place,0.0,2012
saw,0.0,2012
notabl,0.0,2012
margin,0.0,2012
convert,0.0,2012
format,0.0,2012
upon,0.0,2012
experienc,0.0,2012
re,0.0,2012
base,0.0,2012
while,0.0,2012
sold,0.0,2012
varieti,0.0,2012
proprietari,0.0,2012
label,0.0,2012
gold,0.0,2012
emblemtm,0.0,2012
just,0.0,2012
basicstm,0.0,2012
four,0.0,2012
aggress,-0.3182,2012
qualiti,0.0,2012
packag,0.0,2012
believ,0.0,2012
least,0.0,2012
work,0.0,2012
open,0.0,2012
locat,0.0,2012
or,0.0,2012
reloc,0.0,2012
close,0.0,2012
equat,0.0,2012
squar,0.0,2012
footag,0.0,2012
line,0.0,2012
goal,0.0,2012
moreov,0.0,2012
acquisit,0.0,2012
privat,0.0,2012
held,0.0,2012
drogaria,0.0,2012
onofr,0.0,2012
januari,0.0,2012
first,0.0,2012
foray,0.0,2012
into,0.0,2012
drugstor,0.0,2012
outsid,0.0,2012
transact,0.0,2012
around,0.0,2012
sao,0.0,2012
paulo,0.0,2012
brazil,0.0,2012
view,0.0,2012
high,0.0,2012
said,0.0,2012
mani,0.0,2012
time,0.0,2012
approach,0.0,2012
intern,0.0,2012
expans,0.0,2012
would,0.0,2012
exercis,0.0,2012
financi,0.0,2012
disciplin,0.0,2012
reput,0.0,2012
acut,0.0,2012
begin,0.0,2012
demand,-0.128,2012
exacerb,0.0,2012
issu,0.0,2012
relat,0.0,2012
fastest,0.0,2012
countri,0.0,2012
district,0.0,2012
columbia,0.0,2012
conveni,0.0,2012
effect,0.0,2012
seven,0.0,2012
week,0.0,2012
without,0.0,2012
appoint,0.0,2012
insur,0.0,2012
understand,0.0,2012
proposit,0.0,2012
whi,0.0,2012
visit,0.0,2012
cover,0.0,2012
govern,0.0,2012
nurs,0.0,2012
practition,0.0,2012
assist,0.0,2012
near,0.0,2012
eight,0.0,2012
alon,0.0,2012
although,0.0,2012
immun,0.0,2012
physic,0.0,2012
monitor,0.0,2012
compound,0.0,2012
about,0.0,2012
volum,0.0,2012
figur,0.0,2012
should,0.0,2012
footprint,0.0,2012
strategi,0.0,2012
strengthen,0.3182,2012
appeal,0.0,2012
region,0.0,2012
partner,0.0,2012
play,0.34,2012
import,0.0,2012
role,0.0,2012
organ,0.0,2012
keen,0.3612,2012
pivot,0.0,2012
align,0.0,2012
longer,0.0,2012
done,0.0,2012
substanti,0.0,2012
amount,0.0,2012
defin,0.0,2012
strateg,0.0,2012
framework,0.0,2012
ensur,0.0,2012
but,0.0,2012
evolut,0.0,2012
think,0.0,2012
threeprong,0.0,2012
forese,0.0,2012
suit,0.0,2012
creat,0.0,2012
second,0.0,2012
identifi,0.0,2012
look,0.0,2012
ahead,0.0,2012
len,0.0,2012
priorit,0.0,2012
bolt,0.0,2012
advanc,0.0,2012
higher,0.0,2012
momentum,0.0,2012
thank,0.3612,2012
board,0.0,2012
director,0.0,2012
throughout,0.0,2012
stakehold,0.0,2012
contribut,0.0,2012
colleagu,0.0,2012
definit,0.0,2012
evolv,0.0,2012
dear,0.3818,2013
fellow,0.0,2013
sharehold,0.0,2013
the,0.0,2013
us,0.0,2013
health,0.0,2013
care,0.4939,2013
landscap,0.0,2013
is,0.0,2013
current,0.0,2013
undergo,0.0,2013
it,0.0,2013
most,0.0,2013
transform,0.0,2013
chang,0.0,2013
in,0.0,2013
decad,0.0,2013
due,0.0,2013
larg,0.0,2013
part,0.0,2013
to,0.0,2013
implement,0.0,2013
of,0.0,2013
afford,0.0,2013
act,0.0,2013
aca,0.0,2013
more,0.0,2013
than,0.0,2013
million,0.0,2013
american,0.0,2013
are,0.0,2013
expect,0.0,2013
gain,0.5267,2013
coverag,0.0,2013
by,0.0,2013
with,0.0,2013
enrol,0.0,2013
expans,0.0,2013
occur,0.0,2013
primarili,0.0,2013
through,0.0,2013
medicar,0.0,2013
medicaid,0.0,2013
and,0.0,2013
public,0.0,2013
exchang,0.0,2013
consum,0.0,2013
take,0.0,2013
on,0.0,2013
greater,0.3612,2013
respons,0.0,2013
for,0.0,2013
choos,0.0,2013
their,0.0,2013
own,0.0,2013
plan,0.0,2013
control,0.0,2013
cost,0.0,2013
what,0.0,2013
we,0.0,2013
re,0.0,2013
call,0.0,2013
retail,0.0,2013
this,0.0,2013
environ,0.0,2013
payor,0.0,2013
physician,0.0,2013
increas,0.0,2013
look,0.0,2013
new,0.0,2013
way,0.0,2013
improv,0.0,2013
valu,0.0,2013
equat,0.0,2013
as,0.0,2013
a,0.0,2013
pharmaci,0.0,2013
innov,0.0,2013
compani,0.0,2013
cvs,0.0,2013
caremark,0.0,2013
has,0.0,2013
uniqu,0.0,2013
combin,0.0,2013
abil,0.0,2013
agil,0.0,2013
need,0.0,2013
capit,0.0,2013
these,0.0,2013
market,0.0,2013
dynam,0.0,2013
our,0.0,2013
pbm,0.0,2013
busi,0.0,2013
serv,0.0,2013
member,0.0,2013
strong,0.5106,2013
posit,0.0,2013
rapid,0.0,2013
grow,0.0,2013
specialti,0.0,2013
engag,0.0,2013
direct,0.0,2013
five,0.0,2013
custom,0.0,2013
daili,0.0,2013
also,0.0,2013
oper,0.0,2013
nation,0.0,2013
s,0.0,2013
largest,0.0,2013
medic,0.0,2013
clinic,0.0,2013
minuteclin,0.0,2013
locat,0.0,2013
asset,0.3612,2013
allow,0.2263,2013
offer,0.0,2013
effect,0.0,2013
solut,0.0,2013
that,0.0,2013
enhanc,0.0,2013
access,0.0,2013
deliv,0.0,2013
better,0.4404,2013
outcom,0.0,2013
client,0.0,2013
all,0.0,2013
while,0.0,2013
share,0.296,2013
spend,0.0,2013
integr,0.0,2013
model,0.0,2013
drive,0.0,2013
signific,0.0,2013
letter,0.0,2013
will,0.0,2013
expand,0.3182,2013
other,0.0,2013
topic,0.0,2013
short,0.0,2013
first,0.0,2013
i,0.0,2013
want,0.0772,2013
some,0.0,2013
highlight,0.34,2013
outstand,0.0,2013
result,0.0,2013
they,0.0,2013
reflect,0.0,2013
ongo,0.0,2013
focus,0.0,2013
three,0.0,2013
pillar,0.0,2013
consid,0.0,2013
key,0.0,2013
product,0.0,2013
long,0.0,2013
term,0.0,2013
growth,0.3818,2013
generat,0.0,2013
free,0.5106,2013
cash,0.0,2013
flow,0.0,2013
optim,0.0,2013
alloc,0.0,2013
net,0.0,2013
revenu,0.0,2013
year,0.0,2013
percent,0.0,2013
record,0.0,2013
billion,0.0,2013
adjust,0.0,2013
earn,0.0,2013
per,0.0,2013
from,0.0,2013
continu,0.0,2013
rose,0.0,2013
achiev,0.0,2013
solid,0.1531,2013
enterpris,0.0,2013
wide,0.0,2013
claim,0.0,2013
dispens,0.0,2013
manag,0.0,2013
prescript,0.0,2013
generic,0.0,2013
drug,0.0,2013
therebi,0.0,2013
lower,-0.296,2013
patient,0.0,2013
profit,0.4404,2013
despit,0.0,2013
an,0.0,2013
unpreced,0.0,2013
level,0.0,2013
brand,0.0,2013
convers,0.0,2013
still,0.0,2013
anticip,0.0,2013
introduct,0.0,2013
over,0.0,2013
next,0.0,2013
few,0.0,2013
recent,0.0,2013
announc,0.0,2013
excit,0.0,2013
agreement,0.4939,2013
cardin,0.0,2013
form,0.0,2013
sourc,0.0,2013
entiti,0.0,2013
unit,0.0,2013
state,0.0,2013
collabor,0.0,2013
manufactur,0.0,2013
develop,0.0,2013
purchas,0.0,2013
methodolog,0.0,2013
suppli,0.0,2013
chain,0.0,2013
effici,0.0,2013
use,0.0,2013
compel,0.0,2013
scale,0.0,2013
creat,0.0,2013
attract,0.3612,2013
supplier,0.0,2013
power,0.0,2013
sustain,0.0,2013
competit,0.0,2013
advantag,0.0,2013
cvspharmaci,0.0,2013
network,0.0,2013
figur,0.0,2013
jump,0.0,2013
just,0.0,2013
follow,0.0,2013
merger,0.0,2013
clear,0.3818,2013
indic,0.0,2013
channel,0.0,2013
agnost,0.0,2013
approach,0.0,2013
captur,0.0,2013
regardless,0.0,2013
mix,0.0,2013
design,0.0,2013
strategi,0.0,2013
or,0.0,2013
prefer,0.0,2013
return,0.0,2013
dividend,0.0,2013
repurchas,0.0,2013
quarter,0.0,2013
anoth,0.0,2013
which,0.0,2013
mark,0.0,2013
th,0.0,2013
consecut,0.0,2013
should,0.0,2013
payout,0.0,2013
ratio,0.0,2013
sometim,0.0,2013
up,0.0,2013
forward,0.0,2013
set,0.0,2013
target,0.0,2013
furthermor,0.0,2013
after,0.0,2013
approxim,0.0,2013
board,0.0,2013
director,0.0,2013
author,0.0,2013
program,0.0,2013
consist,0.0,2013
last,0.0,2013
acquisit,0.0,2013
drogaria,0.0,2013
onofr,0.0,2013
novologix,0.0,2013
coram,0.0,2013
close,0.0,2013
januari,0.0,2013
good,0.4404,2013
exampl,0.0,2013
how,0.0,2013
appli,0.0,2013
disciplin,0.0,2013
practic,0.0,2013
supplement,0.0,2013
exist,0.0,2013
bolster,0.0,2013
store,0.0,2013
drugstor,0.0,2013
brazil,0.0,2013
repres,0.0,2013
foray,0.0,2013
into,0.0,2013
intern,0.0,2013
have,0.0,2013
broaden,0.0,2013
alreadi,0.0,2013
paid,0.0,2013
off,0.0,2013
handsom,0.0,2013
produc,0.0,2013
total,0.0,2013
far,0.0,2013
surpass,0.0,2013
both,0.0,2013
sp,0.0,2013
index,0.0,2013
dow,0.0,2013
jone,0.0,2013
industri,0.0,2013
averag,0.0,2013
same,0.0,2013
period,0.0,2013
outperform,0.0,2013
broader,0.0,2013
basi,0.0,2013
well,0.2732,2013
differenti,0.0,2013
momentum,0.0,2013
post,0.0,2013
nice,0.4215,2013
head,0.0,2013
sell,0.0,2013
season,0.0,2013
gross,-0.4767,2013
win,0.5859,2013
factor,0.0,2013
retent,0.0,2013
rate,0.0,2013
not,0.0,2013
number,0.0772,2013
lost,-0.3182,2013
d,0.0,2013
sanction,0.0,2013
m,0.0,2013
pleas,0.0,2013
report,0.0,2013
was,0.0,2013
lift,0.0,2013
onc,0.0,2013
again,0.0,2013
start,0.0,2013
silverscript,0.0,2013
pdps,0.0,2013
age,0.0,2013
although,0.0,2013
price,0.0,2013
veri,0.0,2013
import,0.0,2013
decis,0.0,2013
process,0.0,2013
tell,0.0,2013
be,0.0,2013
select,0.0,2013
becaus,0.0,2013
capabl,0.0,2013
among,0.0,2013
them,0.0,2013
advisor,0.0,2013
help,0.4019,2013
particip,0.0,2013
certain,0.2732,2013
chronic,0.0,2013
diseas,0.0,2013
such,0.0,2013
diabet,0.0,2013
cardiovascular,0.0,2013
condit,0.0,2013
identifi,0.0,2013
gap,0.0,2013
adher,0.0,2013
prescrib,0.0,2013
beneficiari,0.0,2013
star,0.0,2013
mainten,0.0,2013
choic,0.0,2013
remain,0.0,2013
no,-0.296,2013
competitor,0.0,2013
been,0.0,2013
abl,0.0,2013
replic,0.0,2013
receiv,0.0,2013
day,0.0,2013
mail,0.0,2013
at,0.0,2013
one,0.0,2013
conveni,0.0,2013
adopt,0.1779,2013
risen,0.0,2013
past,0.0,2013
two,0.0,2013
time,0.0,2013
frame,0.0,2013
moreov,0.0,2013
opportun,0.0,2013
potenti,0.0,2013
regard,0.0,2013
partnership,0.0,2013
aetna,0.0,2013
success,0.5719,2013
complet,0.0,2013
migrat,0.0,2013
commerci,0.0,2013
membership,0.0,2013
destin,0.0,2013
platform,0.0,2013
transit,0.0,2013
now,0.0,2013
back,0.0,2013
undertook,0.0,2013
extens,0.0,2013
streamlin,0.0,2013
initi,0.0,2013
includ,0.0,2013
consolid,0.0,2013
facil,0.0,2013
redesign,0.0,2013
front,0.0,2013
end,0.0,2013
open,0.0,2013
autom,0.0,2013
order,0.0,2013
adjud,0.0,2013
system,0.0,2013
track,0.0,2013
cumul,0.0,2013
save,0.4939,2013
comprehens,0.0,2013
much,0.0,2013
faster,0.0,2013
overal,0.0,2013
project,0.0,2013
pharmaceut,0.0,2013
account,0.0,2013
spent,0.0,2013
reach,0.0258,2013
mani,0.0,2013
believ,0.0,2013
pinnacl,0.0,2013
biolog,0.0,2013
scienc,0.0,2013
revolution,0.0,2013
treatment,0.0,2013
host,0.0,2013
debilit,0.0,2013
life,0.0,2013
threaten,-0.3818,2013
ill,-0.4215,2013
expens,0.0,2013
agent,0.0,2013
popul,0.0,2013
bring,0.0,2013
complex,0.0,2013
clamor,0.0,2013
rise,0.0,2013
assembl,0.0,2013
coordin,0.0,2013
address,0.0,2013
trend,0.0,2013
aggress,-0.3182,2013
irrespect,0.0,2013
rout,0.0,2013
administr,0.0,2013
site,0.0,2013
servic,0.0,2013
whether,0.0,2013
cover,0.0,2013
benefit,0.4588,2013
technolog,0.0,2013
give,0.0,2013
accord,0.0,2013
rare,0.0,2013
reduc,0.0,2013
can,0.0,2013
connect,0.0,2013
deliveri,0.0,2013
option,0.0,2013
flexibl,0.0,2013
analog,0.0,2013
pilot,0.0,2013
launch,0.0,2013
reveal,0.0,2013
half,0.0,2013
pick,0.0,2013
final,0.0,2013
infus,0.0,2013
annual,0.0,2013
branch,0.0,2013
home,0.0,2013
nurs,0.0,2013
around,0.0,2013
countri,0.0,2013
complement,0.0,2013
compet,0.0,2013
cross,0.0,2013
make,0.0,2013
narrow,0.0,2013
tri,0.0,2013
down,0.0,2013
right,0.0,2013
especi,0.0,2013
given,0.0,2013
evid,0.0,2013
cautious,-0.1027,2013
sale,0.0,2013
grew,0.0,2013
command,0.0,2013
pois,0.0,2013
reform,0.0,2013
trust,0.5106,2013
relationship,0.0,2013
between,0.0,2013
pharmacist,0.0,2013
turn,0.0,2013
real,0.0,2013
estat,0.0,2013
reloc,0.0,2013
cent,0.0,2013
squar,0.0,2013
footag,0.0,2013
line,0.0,2013
goal,0.0,2013
rough,0.0,2013
pace,0.0,2013
go,0.0,2013
top,0.2023,2013
ed,0.0,2013
see,0.0,2013
insur,0.0,2013
roll,0.0,2013
california,0.0,2013
texa,0.0,2013
florida,0.0,2013
list,0.0,2013
counti,0.0,2013
where,0.0,2013
greatest,0.6369,2013
execut,0.0,2013
live,0.0,2013
intervent,0.0,2013
dure,0.0,2013
best,0.6369,2013
class,0.0,2013
compar,0.0,2013
area,0.0,2013
therapi,0.0,2013
cholesterol,0.0,2013
blood,0.0,2013
pressur,0.0,2013
high,0.0,2013
translat,0.0,2013
prevent,0.0258,2013
heart,0.0,2013
attack,-0.4767,2013
stroke,0.0,2013
death,-0.5994,2013
each,0.0,2013
obvious,0.0,2013
meaning,0.0,2013
famili,0.0,2013
broad,0.0,2013
incur,0.0,2013
avoid,-0.296,2013
non,0.0,2013
extracar,0.0,2013
loyalti,0.0,2013
driver,0.0,2013
person,0.0,2013
experi,0.0,2013
longest,0.0,2013
run,0.0,2013
activ,0.0,2013
cardhold,0.0,2013
who,0.0,2013
transact,0.0,2013
get,0.0,2013
everi,0.0,2013
extrabuck,0.0,2013
reward,0.5719,2013
note,0.0,2013
gather,0.0,2013
insight,0.0,2013
perfect,0.5719,2013
mean,0.0,2013
match,0.0,2013
depth,0.0,2013
analyt,0.0,2013
ve,0.0,2013
leverag,0.0,2013
convert,0.0,2013
categori,0.0,2013
shop,0.0,2013
elsewher,0.0,2013
digit,0.0,2013
circular,0.0,2013
tailor,0.0,2013
merchandis,0.0,2013
meet,0.0,2013
proprietari,0.0,2013
sold,0.0,2013
under,0.0,2013
varieti,0.0,2013
label,0.0,2013
gold,0.0,2013
emblem,0.0,2013
essenc,0.0,2013
beauti,0.0,2013
provid,0.0,2013
higher,0.0,2013
margin,0.0,2013
money,0.0,2013
place,0.0,2013
move,0.0,2013
penetr,0.0,2013
unmatch,0.0,2013
align,0.0,2013
lead,0.0,2013
today,0.0,2013
small,0.0,2013
percentag,0.0,2013
but,0.0,2013
play,0.34,2013
role,0.0,2013
evolv,0.0,2013
practition,0.0,2013
assist,0.0,2013
qualiti,0.0,2013
walk,0.0,2013
seven,0.0,2013
week,0.0,2013
without,0.0,2013
appoint,0.0,2013
district,0.0,2013
columbia,0.0,2013
allevi,0.0,2013
shortag,0.0,2013
primari,0.0,2013
peopl,0.0,2013
obtain,0.0,2013
major,0.0,2013
affili,0.0,2013
ad,0.0,2013
alon,0.0,2013
work,0.0,2013
ensur,0.0,2013
appropri,0.0,2013
becom,0.0,2013
organ,0.0,2013
center,0.0,2013
addit,0.0,2013
common,0.0,2013
acut,0.0,2013
injuri,0.0,2013
skin,0.0,2013
telehealth,0.0,2013
present,0.0,2013
across,0.0,2013
demograph,0.0,2013
shift,0.0,2013
underway,0.0,2013
come,0.0,2013
there,0.0,2013
relat,0.0,2013
rollout,0.0,2013
challeng,0.0,2013
said,0.0,2013
tailwind,0.0,2013
govern,0.0,2013
let,0.0,2013
fee,0.0,2013
enrolle,0.0,2013
elig,0.0,2013
leader,0.0,2013
pbms,0.0,2013
maintain,0.0,2013
volum,0.0,2013
footprint,0.0,2013
even,0.0,2013
show,0.0,2013
interest,0.4588,2013
space,0.0,2013
compound,0.0,2013
player,0.0,2013
privat,0.0,2013
employe,0.0,2013
onli,0.0,2013
partner,0.0,2013
retire,0.0,2013
ma,0.0,2013
pd,0.0,2013
pdp,0.0,2013
further,0.0,2013
if,0.0,2013
you,0.0,2013
support,0.4019,2013
rang,0.0,2013
limit,0.0,2013
full,0.0,2013
educ,0.0,2013
restrict,-0.3818,2013
remov,0.0,2013
cigarett,0.0,2013
tobacco,0.0,2013
shelv,0.0,2013
octob,0.0,2013
overwhelm,-0.1779,2013
employ,0.0,2013
legisl,0.0,2013
offici,0.0,2013
smoke,0.0,2013
cessat,0.0,2013
least,0.0,2013
simpli,0.0,2013
put,0.0,2013
inconsist,0.0,2013
corpor,0.0,2013
purpos,0.0,2013
path,0.0,2013
emphasi,0.0,2013
action,0.0,2013
distinguish,0.0,2013
marketplac,0.0,2013
impact,0.0,2013
thing,0.0,2013
do,0.0,2013
midst,0.0,2013
pivot,0.0,2013
moment,0.0,2013
thank,0.3612,2013
colleagu,0.0,2013
hard,-0.1027,2013
futur,0.0,2013
dear,0.3818,2014
fellow,0.0,2014
sharehold,0.0,2014
the,0.0,2014
past,0.0,2014
year,0.0,2014
has,0.0,2014
been,0.0,2014
a,0.0,2014
mileston,0.0,2014
for,0.0,2014
our,0.0,2014
compani,0.0,2014
as,0.0,2014
we,0.0,2014
continu,0.0,2014
to,0.0,2014
broaden,0.0,2014
role,0.0,2014
pharmaci,0.0,2014
innov,0.0,2014
evid,0.0,2014
can,0.0,2014
be,0.0,2014
seen,0.0,2014
everywher,0.0,2014
from,0.0,2014
outstand,0.0,2014
sell,0.0,2014
season,0.0,2014
of,0.0,2014
benefit,0.4588,2014
manag,0.0,2014
pbm,0.0,2014
and,0.0,2014
format,0.0,2014
new,0.0,2014
health,0.0,2014
care,0.4939,2014
allianc,0.0,2014
ongo,0.0,2014
expans,0.0,2014
retail,0.0,2014
elimin,0.0,2014
tobacco,0.0,2014
product,0.0,2014
store,0.0,2014
import,0.0,2014
have,0.0,2014
chang,0.0,2014
corpor,0.0,2014
name,0.0,2014
cvs,0.0,2014
is,0.0,2014
at,0.0,2014
forefront,0.0,2014
an,0.0,2014
evolv,0.0,2014
landscap,0.0,2014
underscor,0.0,2014
commit,0.296,2014
help,0.4019,2014
peopl,0.0,2014
on,0.0,2014
their,0.0,2014
path,0.0,2014
better,0.4404,2014
are,0.0,2014
deliv,0.0,2014
breakthrough,0.0,2014
servic,0.0,2014
increas,0.0,2014
access,0.0,2014
improv,0.0,2014
outcom,0.0,2014
lower,-0.296,2014
overal,0.0,2014
cost,0.0,2014
foresaw,0.0,2014
mani,0.0,2014
occur,0.0,2014
in,0.0,2014
began,0.0,2014
assembl,0.0,2014
unmatch,0.0,2014
suit,0.0,2014
integr,0.0,2014
asset,0.3612,2014
back,0.0,2014
that,0.0,2014
posit,0.0,2014
us,0.0,2014
capit,0.0,2014
opportun,0.0,2014
creat,0.0,2014
both,0.0,2014
now,0.0,2014
futur,0.0,2014
remain,0.0,2014
one,0.0,2014
kind,0.5267,2014
onli,0.0,2014
model,0.0,2014
with,0.0,2014
deep,0.0,2014
understand,0.0,2014
divers,0.0,2014
need,0.0,2014
consum,0.0,2014
payor,0.0,2014
provid,0.0,2014
these,0.0,2014
insight,0.0,2014
inform,0.0,2014
channel,0.0,2014
agnost,0.0,2014
solut,0.0,2014
met,0.0,2014
financi,0.0,2014
target,0.0,2014
while,0.0,2014
signific,0.0,2014
valu,0.0,2014
befor,0.0,2014
expand,0.3182,2014
other,0.0,2014
